,store_name,street_address,postal_code,cluster,lat,long
682,Boutique Hush,851 Queen St W,M6J 1G4,11,43.648,-79.4177
683,Andytheanh,83 Yorkville Ave,M5R 1C1,16,43.6736,-79.4035
684,Bionic Clothing,758 Queen St W,M6J 1E9,11,43.648,-79.4177
685,Fong Nancy,90 Yorkville Ave,M5R 1B9,16,43.6736,-79.4035
686,Dolce Boutique,86 Yorkville Ave,M5R 1B9,16,43.6736,-79.4035
687,Ziliotto Design,764 Queen St W,M6J 1E9,11,43.648,-79.4177
688,Sandpipers Sports &amp; Funwear,87 Yorkville,M5R 1C1,16,43.6736,-79.4035
689,French Accents,111 Yorkville Ave,M5R 1C1,16,43.6736,-79.4035
690,119 Corbo,119 Yorkville Ave,M5R 1C4,16,43.6736,-79.4035
691,Lole Yorkville,88 Yorkville Ave,M5R 1B9,16,43.6736,-79.4035
692,Craft And Guile,70 Yorkville Ave,M5R 1B9,16,43.6736,-79.4035
693,Kimina Fashion,112 Yorkville Ave,M5R 1B9,16,43.6736,-79.4035
694,Flavour Hall,500 College St,M6G 1A4,16,43.6683,-79.4205
695,Vivian Shyu Boutique,104 Yorkville Ave,M5R 1B9,16,43.6736,-79.4035
696,Betsey Johnson,102 Yorkville Avenue,M5R 1B9,16,43.6736,-79.4035
697,Meg,849 Queen St W,M6J 1G4,11,43.648,-79.4177
698,Madame Moje,102 Yorkville Ave,M5R 1B9,16,43.6736,-79.4035
699,Anthropologie,78 Yorkville Ave,M5R 1B9,16,43.6736,-79.4035
700,La Cache,120 Yorkville Ave,M5R 1C2,16,43.6736,-79.4035
701,Maria Helena Fashions,878 Dundas St W,M6J 1V7,11,43.648,-79.4177
702,Marlowe,38 Avenue Rd,M5R 2G2,16,43.6736,-79.4035
703,Tony Chaar Salon,11 Hazelton Ave,M5R 2E1,16,43.6736,-79.4035
704,Roghani Couture,85 Scollard St,M5R 1G4,16,43.6736,-79.4035
705,George C,21 Hazelton Ave,M5R 2E1,16,43.6736,-79.4035
706,Demetrios High Fashion,92 Scollard St,M5R 1G2,16,43.6736,-79.4035
707,Corby's Custom Clothier,719 Queen St E,M4M 1H1,19,43.6561,-79.3406
708,Lefave Haute Couture,112 Scollard,M5G,0,43.6564,-79.38600000000002
709,Di Uno,55 Avenue Rd,M5R 2G3,16,43.6736,-79.4035
710,Marc Laurent,55 Avenue Rd,M5R 3L2,16,43.6736,-79.4035
711,World Of Feng Shui,55 Avenue Rd,M5R 2G3,16,43.6736,-79.4035
712,Sesso Boutique,55 Avenue Rd,M5R 3L2,16,43.6736,-79.4035
713,Avenue Couture,55 Avenue Rd,M5R 2G3,16,43.6736,-79.4035
714,Liloo Exotic Imports Ltd.,734 Queen St E,M4M 1H2,19,43.6561,-79.3406
715,Andrew's,55 Avenue Rd,M5R 2G3,16,43.6736,-79.4035
716,Heaven Cashmere,37 Hazelton Ave,M5R 2E3,16,43.6736,-79.4035
717,Anne's On The Avenue Fashion Boutique,344 Manning Ave,M6J 2L1,11,43.648,-79.4177
718,Highgate Casuals,King St W,M7A,0,43.6641,-79.3889
719,W 10 Colours,87 Avenue Rd,M5R 3R9,16,43.6736,-79.4035
720,Andrew's Warehouse,87 Avenue Rd,M5R 3R9,16,43.6736,-79.4035
721,Tian Art,87 Avenue Rd,M5R 3R9,16,43.6736,-79.4035
722,Pellini Milano Paris,87 Avenue Rd,M5R 3R9,16,43.6736,-79.4035
723,T N T Man,87 Avenue Rd,M5R 3R9,16,43.6736,-79.4035
724,Maxine's,87 Avenue Rd,M5R 3R9,16,43.6736,-79.4035
725,Via Cavour,87 Avenue Rd,M5R 2G3,16,43.6736,-79.4035
726,Dressy Boutique Ltd,579 College St,M6G 1B2,16,43.6683,-79.4205
727,Here &amp;Now Clothing Co,770 Queen St E,M4M 1H4,19,43.6561,-79.3406
728,Nue,374 Bloor St W,M5S 1X2,16,43.6629,-79.3987
729,Risque Clothing &amp; Accessories,404 Bloor Street West,M5S 1X5,16,43.6629,-79.3987
730,Bergstrom Originals,781 Queen St E,M4M 1H5,19,43.6561,-79.3406
731,Sexyplus Clothing,901 Yonge St,M4W 2H2,12,43.6827,-79.373
732,Brian Bailey,400 Eastern Ave,M4M 1B9,19,43.6561,-79.3406
733,Eight 80 West,880 Queen St W,M6J 1G3,11,43.648,-79.4177
734,FAWN BOUTIQUE S,955 Queen St W,M6J 3X5,11,43.648,-79.4177
735,Common Sport,804 Queen St E,M4M 1H7,19,43.6561,-79.3406
736,Piya's Boutique,422 Bloor Street West,M5S 1X5,16,43.6629,-79.3987
737,Fair Trade Clothing Co-Op,509 Bloor St W,M5S 1Y2,16,43.6629,-79.3987
738,Red Pegasus Ltd,628 College St,M6G 1B4,16,43.6683,-79.4205
739,Kind Exchange,533 Bloor St W,M5S 1Y5,16,43.6629,-79.3987
740,AEON Attire,65 Spadina Rd,M5R 2T1,16,43.6736,-79.4035
741,Any Direct Flight,920 Queen St W,M6J 1E8,11,43.648,-79.4177
742,Boutique Le Trou,940 Queen St W,M6J 1G8,11,43.648,-79.4177
743,Bowman Pro Sports,560 Bloor St W # 8007,M6G 1K1,16,43.6683,-79.4205
744,Nostro Moda,186 Davenport Rd,M5R 1J2,16,43.6736,-79.4035
745,Jasmine Boutique,675 College St,M6G 1B9,16,43.6683,-79.4205
746,Aria Boutique,686 College Street,M6G 1C1,16,43.6683,-79.4205
747,Andrea Boyd Holdings Inc,1011 Yonge St,M4W 2K9,12,43.6827,-79.373
748,Shop Nyla,1011 Yonge St,M4W 2K9,12,43.6827,-79.373
749,Markus Fashions,592 Bloor St W,M6G 1K4,16,43.6683,-79.4205
750,Roots Home Canada Limited,195 Avenue Rd,M5R 2J3,16,43.6736,-79.4035
751,Silver Falls,15 Ossington Ave,M6J 2Y8,11,43.648,-79.4177
752,J Fashion,633 Bloor St W,M6G 1K8,16,43.6683,-79.4205
753,Yankee Stuff,624 Bloor St W,M6G 1K7,16,43.6683,-79.4205
754,Myong Dong Fashion,632 Bloor St W,M6G 1K7,16,43.6683,-79.4205
755,Studio Gang,112A Ossington Ave,M6J 2Z4,11,43.648,-79.4177
756,Milli Ltd,231 Avenue Rd,M5R 2J3,16,43.6736,-79.4035
757,Agency One,120 Ossington Ave,M6J 2Z5,11,43.648,-79.4177
758,Virginia Johnson,970 College St,M6H 1A5,17,43.6655,-79.4378
759,S K B International Ltd,653 Bloor St W,M6G 1L1,16,43.6683,-79.4205
760,Gloria Fashion &amp; Gift,654 Bloor St W,M6G 1K9,16,43.6683,-79.4205
761,Philip Sparks Tailored Goods,162 Ossington Ave,M6J 2Z7,11,43.648,-79.4177
762,Risque Clothing,660 Bloor St W,M6G 1K9,16,43.6683,-79.4205
763,TNT The New Trend Ltd,87 Avenue Rd,M5R 2G3,16,43.6736,-79.4035
764,Naked Red,171 East Liberty St,M6K 3P6,11,43.6383,-79.4301
765,Wayne Clark Design Inc,53 Colgate Ave,M4M 1N6,19,43.6561,-79.3406
766,Jinx Senior Creations Inc,401 Logan Ave,M4M 2P2,19,43.6561,-79.3406
767,Roots Canada LTD.,1073 Yonge Street,M4W 2L2,12,43.6827,-79.373
768,Tizz,952 Queen St E,M4M 1J7,19,43.6561,-79.3406
769,Bchini's Clothing Store,751 Broadview Ave,M4K 2P6,19,43.6803,-79.3538
770,Tabula Rose,745 Broadview Ave,M4K 2P6,19,43.6803,-79.3538
771,Cristal Shoe Boutique,1153 Dundas St W,M6J 1X3,11,43.648,-79.4177
772,Bloor Meat and Grocery,676 Bloor St W,M6G 1L2,16,43.6683,-79.4205
773,Vocado Inc,171 E Liberty St,M6K 3P6,11,43.6383,-79.4301
774,Town Silver,1169 Dundas St W,M6J 1X3,11,43.648,-79.4177
775,Luxe &amp; Found,1134 Yonge St,M4W 2L8,12,43.6827,-79.373
776,Dollar Joint,1168A Dundas St W,M6J 1X4,11,43.648,-79.4177
777,Ada's Fashion,711 Bloor St W,M6G 1L5,16,43.6683,-79.4205
778,Catherine Curtis Design,940 Bathurst St,M5R 3G5,16,43.6736,-79.4035
779,Catherine Curtis Design,940 Bathurst St,M5R 3G5,16,43.6736,-79.4035
780,Flaunt Boutique,260 Carlaw 101B Ave,M4M 3L1,19,43.6561,-79.3406
781,Cadeaux Boutique,37 Hanna Av,M6K 3E7,11,43.6383,-79.4301
782,Portugal Mix,1191 Dundas St W,M6J 1X3,11,43.648,-79.4177
783,Andria Boyd Holdings Ltd,235 Carlaw Ave,M4M 2S5,19,43.6561,-79.3406
784,Reflections Vintage &amp; Antiques,839 Gerrard Street East,M4M 1Y8,19,43.6561,-79.3406
785,Top Half,711 Bloor St W,M6G 1L5,16,43.6683,-79.4205
786,Energia Athletics Inc,164 Danforth Ave,M4K 1N1,19,43.6803,-79.3538
787,Body Blue,199 Danforth Ave,M4K 1N2,19,43.6803,-79.3538
788,Charm Boutique &amp; Tailoring,274 Avenue Rd,M4V 2G7,16,43.6861,-79.4025
789,Ani Wren Inc,1172 Yonge St,M4W 2L9,12,43.6827,-79.373
790,Joeffer Caoc Inc,388 Carlaw Ave,M4M 2T4,19,43.6561,-79.3406
791,Evymama Nursing And Maternity Boutique,230 Danforth Ave,M4K 1N4,19,43.6803,-79.3538
792,Dagg and Stacey,202-60 Atlantic Ave,M6K 1X9,11,43.6383,-79.4301
793,Vivian Shyu Boutique,322 Dupont St,M5R 1V9,16,43.6736,-79.4035
794,Max Wholesalers,1044 Queen St E,M4M 1K4,19,43.6561,-79.3406
795,Mai Aru Studio,51 Jefferson,M5G,0,43.6564,-79.38600000000002
796,Incanto,275 Danforth Ave,M4K 1N2,19,43.6803,-79.3538
797,Incanto,275 Danforth Ave,M4K 1N2,19,43.6803,-79.3538
798,Nathalie-Roze Fischer,1015 Queen St E,M4M 1K3,19,43.6561,-79.3406
799,323 Alchemy,323 Danforth Ave,M4K 1N7,19,43.6803,-79.3538
800,Chin L,65 Eastmount Ave,M4K 1V2,19,43.6803,-79.3538
801,Eriettas,320 Danforth Ave,M4K 1N8,19,43.6803,-79.3538
802,Von Beck Alexia,1228 Yonge St,M4T 1W3,12,43.6899,-79.3853
803,Esprit,135 Liberty St,M6K 1A7,11,43.6383,-79.4301
804,Jexy &amp;Jax,375 Danforth Ave,M4K 1P1,19,43.6803,-79.3538
805,Fils Patterns,8 Yarmouth Gdns,M6G 1W4,16,43.6683,-79.4205
806,Curtis Catherine,1260 Yonge Street,M4T 1W5,12,43.6899,-79.3853
807,Heaven Or Hell Clothing,147 Liberty Street,M6K 3G3,11,43.6383,-79.4301
808,Toronto Fashion Incubator The,285 Manitoba Dr,M6K 3C3,11,43.6383,-79.4301
809,Brazil's Quest,1371 Dundas St W,M6J 1Y3,11,43.648,-79.4177
810,Fashions For You,1000 Gerrard St E,M4M 3G6,19,43.6561,-79.3406
811,Winners Merchants Intl,1000 Gerrard St E,M4M 3G6,19,43.6561,-79.3406
812,Into,1000 Gerrard St E,M4M 3G6,19,43.6561,-79.3406
813,Fashion World,1000 Gerrard St E,M4M 3G6,19,43.6561,-79.3406
814,Michi Design Inc,67 Mowat Av,M6K 3L5,11,43.6383,-79.4301
815,Second Impressions,148 Peel Ave,M6J 1M3,11,43.648,-79.4177
816,Room 507 Clothing,496 Danforth Ave,M4K 1P6,19,43.6803,-79.3538
817,Zoetry,420 Summerhill Ave,M4W 2E4,12,43.6827,-79.373
818,Lacci Co Inc,358 Dufferin St,M6K 1Z8,11,43.6383,-79.4301
819,Of A Kind,1037 College St,M6H 1B1,17,43.6655,-79.4378
820,Freedom Clothing Collective,939 Bloor St W,M6H 1L5,17,43.6655,-79.4378
821,Studio Labiri Inc,548 Danforth Ave,M4K 1P8,19,43.6803,-79.3538
822,Gracindea Boutique,1445 Dundas St W,M6J 1Y7,11,43.648,-79.4177
823,Easy Tiger Goods Inc,1447 Dundas St W,M6J 1Y7,11,43.648,-79.4177
824,Avec Plaisir Fine Lingerie,573 DANFORTH AVE,M4K 1P9,19,43.6803,-79.3538
825,Maxi Boutique Ladies Fashions,575 Danforth Ave,M4K 1P7,19,43.6803,-79.3538
826,Rosie The Rebel Inc,961 Bloor St W,M6H 1L7,17,43.6655,-79.4378
827,Patricia Allen Shoppes Ltd,950 Bloor St W,M6H 1L6,17,43.6655,-79.4378
828,Ziliotto Inc,592 Danforth Ave,M4K 1R1,19,43.6803,-79.3538
829,All About Eve,602 Danforth Ave,M4K 1R1,19,43.6803,-79.3538
830,Perfumania,602 Danforth Ave,M4K 1R1,19,43.6803,-79.3538
831,Corner Kick,627a Dufferin St,M6K 2B2,11,43.6383,-79.4301
832,DENIM FASHION,323 Rusholem,M6H 2Z2,17,43.6655,-79.4378
833,Blue Button Shop,1499 Dundas St W,M6K 1T6,11,43.6383,-79.4301
834,Designer Outlet,1375 Yonge St,M4T 1Y4,12,43.6899,-79.3853
835,Gittas Stitches Inc,7 Pleasant Blvd,M4T 1K2,12,43.6899,-79.3853
836,Community 54,1275 Queen St W,M6K 1L6,11,43.6383,-79.4301
837,Shopgirls,1342 Queen St W,M6K 1L4,11,43.6383,-79.4301
838,Elegant Wear,1024 Bloor St W,M6H 1M2,17,43.6655,-79.4378
839,R &amp; L Sportswear,700 Danforth Ave,M4J 1L1,19,43.6872,-79.3368
840,YWCA TORONTO,81 St Clair Av E,M4T 1L8,12,43.6899,-79.3853
841,Aleeyah Apparel Inc,1 St Clair Ave E,M4T 2V7,12,43.6899,-79.3853
842,Paris Fashion Gallary,763 Pape Ave,M4K 3T2,19,43.6803,-79.3538
843,Into Ladies Fashion Inc,12 St Clair Ave E,M4T 1L7,12,43.6899,-79.3853
844,Mode Sidonie Inc,12 St Clair Ave E,M4T 1L7,12,43.6899,-79.3853
845,The Saddle Bag,1470 Yonge Street,M4T 1Z6,12,43.6899,-79.3853
846,katherine duffin,149 Cowan Ave,M6K 1K6,11,43.6383,-79.4301
847,The Avenue,155 St Clair Ave W,M4V 0A1,16,43.6861,-79.4025
848,Gill Designs,1580 Dundas St W,M6K 1T8,11,43.6383,-79.4301
849,Koinonia,2 St Clair Ave E,M4T 2T5,12,43.6899,-79.3853
850,Periphery,128 Sheridan Ave Rear,M6K 2H4,11,43.6383,-79.4301
851,Femme De Carriere,1 Eaton Ave,M4J 2Z4,19,43.6872,-79.3368
852,Dynamite Group,900 Dufferin St,M6H 4B1,17,43.6655,-79.4378
853,Dynamite Group,900 Dufferin St,M6H 4B1,17,43.6655,-79.4378
854,K Squared,764 Danforth Ave,M4J 1L5,19,43.6872,-79.3368
855,Birthia,1599 Dundas St W,M6K 1T9,11,43.6383,-79.4301
856,Boutique Lavilla,766 Danforth Av,M4J 1L5,19,43.6872,-79.3368
857,Fabric Town Inc,1388 Queen St W,M6K 1L7,11,43.6383,-79.4301
858,Roots St Clair,1485 Yonge St,M4T 1Z2,12,43.6899,-79.3853
859,Habibi Collections Inc,1084 Bloor St W,M6H 1M6,17,43.6655,-79.4378
860,H&amp;M Hennes&amp;Mauritz,900 Dufferin St,M6H 4A9,17,43.6655,-79.4378
861,Le S Fashion,1412 Queen St W,M6K 1L9,11,43.6383,-79.4301
862,Athlete's World,900 Dufferin St,M6H 4A9,17,43.6655,-79.4378
863,Voluptuous,900 Dufferin St,M6H 4A9,17,43.6655,-79.4378
864,Anna Bella,900 Dufferin St,M6H 4B1,17,43.6655,-79.4378
865,Garage Clothing Co (The),900 Dufferin St,M6H 4A9,17,43.6655,-79.4378
866,At Eaze,Dufferin,M6H 4A9,17,43.6655,-79.4378
867,Style 2,1560 Yonge St,M4T 2S9,12,43.6899,-79.3853
868,Kianna Bags&amp;Accessories,876 Danforth Ave,M4J 1L7,19,43.6872,-79.3368
869,At Eaze,900 Dufferin St,M6H 4B1,17,43.6655,-79.4378
870,Lido Fashion Contracors,15 Minho Blvd,M6G 4B6,16,43.6683,-79.4205
871,Armor Clothing Ltd,2 Sammon Ave,M4J 1Y6,19,43.6872,-79.3368
872,Rainbow Fashions,1486 Queen St W,M6K 1M4,11,43.6383,-79.4301
873,New Variety Plus,226 Greenwood Ave,M4L 2R2,19,43.6693,-79.3155
874,Sarah Collins Image Consulting,73 Forest Hill Rd,M4V 2L6,16,43.6861,-79.4025
875,Nitsas Hosiery Co,986 Pape Ave,M4K 3V7,19,43.6803,-79.3538
876,H&amp;M Hennes &amp; Mauritz Inc,Dundas St W,M5G 1Z3,0,43.6564,-79.38600000000002
877,Rk Spadina,394 Spadina Rd,M5P 2W2,16,43.6966,-79.41199999999998
878,Eleven 11 Original Ontario,1024 Pape Ave,M4K 3V9,19,43.6803,-79.3538
879,Bombay Fasions Plus,1026 Pape Ave,M4K 3V9,19,43.6803,-79.3538
880,Kitsch Boutique,325 Lonsdale Rd,M4V 1X3,16,43.6861,-79.4025
881,Trisha Paterson,325 Lonsdale Rd,M4V 1X3,16,43.6861,-79.4025
882,One Girl Who,647 St Clair Ave W,M6C 1A7,17,43.6915,-79.4307
883,In Vintage We Trust,1580 Queen Street West,M6C 1A8,17,43.6915,-79.4307
884,Parpar Boutique,649 St Clair Ave W,M6C 1A7,17,43.6915,-79.4307
885,Multi Safe Inc,837 Gladstone Ave,M6H 3J7,17,43.6655,-79.4378
886,Morph Clothing,17 Sorauren Ave,M6R 2C6,17,43.6469,-79.4521
887,3 Design Concepts,432 Margueretta St,M6H 3S5,17,43.6655,-79.4378
888,Stefanie's,446 Spadina Rd,M5P 3M2,16,43.6966,-79.41199999999998
889,Soudi Boutique,446 Spadina Rd,M5P 3M2,16,43.6966,-79.41199999999998
890,Stefanie's Boutique,446 Spadina Road,M5P 3M2,16,43.6966,-79.41199999999998
891,Mapa Sports,1394 Gerrard St E ,M4L 1Z4,19,43.6693,-79.3155
892,Fashion Whore,1301 Bloor St W,M6H 1P1,17,43.6655,-79.4378
893,Sonu Sarees,1420 Gerrard St E,M4L 1Z6,19,43.6693,-79.3155
894,Mumbai Boutique,1421 Gerrard St East Unit 1,M4L 1Z7,19,43.6693,-79.3155
895,Pooja Boutique,1424 Gerrard St E,M4L 1Z6,19,43.6693,-79.3155
896,Aritizia,470 Spadina Rd,M5P 2W4,16,43.6966,-79.41199999999998
897,Gypsy Found Objects,762 St Clair Ave W,M6C 1B5,17,43.6915,-79.4307
898,Chandan Fashion Centre,1439 Gerrard St E,M4L 1Z7,19,43.6693,-79.3155
899,Chandan Fashion,1439 Gerrard St E,M4L 1Z7,19,43.6693,-79.3155
900,Eve Et Lui,223 Lonsmount Dr,M5P 2Y9,16,43.6966,-79.41199999999998
901,Isman Best Prices,564 St Clarens Ave,M6H 3W7,17,43.6655,-79.4378
902,North Standard Trading Post,1662 Queen St W,M6R 1B2,17,43.6469,-79.4521
903,Aritizia,470 Spadina Rd,M5P 2W4,16,43.6966,-79.41199999999998
904,Tama Designs Inc,23 Jenet Ave,M6H 1R5,17,43.6655,-79.4378
905,Aphamea Inc,1245 Dupont St,M6H 2A6,17,43.6655,-79.4378
906,Damas,1245 Dupont St,M6H 2A6,17,43.6655,-79.4378
907,IUK International,1600 Gerrard St E,M4L 2A5,19,43.6693,-79.3155
908,PD Designs Inc.,1475 Gerarrd Street,M4L 2A1,19,43.6693,-79.3155
909,Amman's Jewellers Inc,1610 Gerrard St E,M4L 2A5,19,43.6693,-79.3155
910,Vesh Clothiers Limited,1499 Gerrard St E,M4L 2A4,19,43.6693,-79.3155
911,Rent Frock Repeat Inc,35 Golden Ave,M6R 2J5,17,43.6469,-79.4521
912,Brand Name For Less,291 Coxwell Ave,M4L 3B5,19,43.6693,-79.3155
913,Mrs H Ltd,28 Roncesvalles Ave,M6R 2K3,17,43.6469,-79.4521
914,Goodwill Toronto,28 Roncesvalles,M5G,0,43.6564,-79.38600000000002
915,All You Want Boutique,151A Roncesvalles Av,M6R 2L3,17,43.6469,-79.4521
916,Dressers Clothing &amp; Gifts,307 Roncesvalles Ave,M6R 2M6,17,43.6469,-79.4521
917,Wechsler Adele Designs Limited,58 Millwood Rd,M4S 1J7,12,43.702,-79.3853
918,Lady Toronto Exclusive,373 Roncesvalles Ave,M6R 2M8,17,43.6469,-79.4521
919,Fresh Collective,401 Roncesvalles Ave,M6R 2N1,17,43.6469,-79.4521
920,Helga Boutique,387 Roncesvalles Ave,M6R 2N1,17,43.6469,-79.4521
921,Belle Boutique Facial Rejuvenation By Tammy,514 Mount Pleasant Rd,M4S 2M2,12,43.702,-79.3853
922,Rear End,1999 Yonge St,M4S 1Z8,12,43.702,-79.3853
923,Brands of Toronto,2005 Yonge St,M4S 1Z8,12,43.702,-79.3853
924,DoBamboo.com,698 coxwell ave,M4C 3B9,14,43.6913,-79.3116
925,Mantra,2034 Yonge St,M4S 1Z9,12,43.702,-79.3853
926,Emrooz,2027 Yonge St,M4S 2A2,12,43.702,-79.3853
927,Tiffany's Bridal Fashions,1158 ST CLAIR AVE W,M6E 1B3,17,43.6889,-79.4507
928,ID Accessories Corp,2055 Yonge St,M4S 2A2,12,43.702,-79.3853
929,Susana Fashion,1 Wiltshire Ave,M6N 2V7,6,43.6748,-79.4839
930,Kashmir Maple,2411 Dundas St. West,M6P 1X3,17,43.6605,-79.4633
931,Poor Little Rich Girl,2094 Yonge Street,M4S 2A3,12,43.702,-79.3853
932,higgins performance sail coats,kingston road,M4L 1T3,19,43.6693,-79.3155
933,S &amp; S Fashions,1183 ST CLAIR AVE W,M6E 1B5,17,43.6889,-79.4507
934,Jasmine Boutique,1189 St Clair Ave W,M6E 1B5,17,43.6889,-79.4507
935,Path Fashion,1195 St Clair Ave W,M6E 1B5,17,43.6889,-79.4507
936,Diva Boutique,1194 St Clair Ave W,M6E 1B4,17,43.6889,-79.4507
937,Sweater World,1194 St Clair Ave W,M6E 1B4,17,43.6889,-79.4507
938,Accessories Club,1209 Av St Clair O,M6E 1B5,17,43.6889,-79.4507
939,be tween...,2097 Yonge St,M4S 2A4,12,43.702,-79.3853
940,Snkr Box Inc,873 St Clair Ave W,M6C 1C4,17,43.6915,-79.4307
941,Gente Boutique Ltd,1232 St Clair Ave W,M6E 1B7,17,43.6889,-79.4507
942,Christian Boutique,1236 St Clair Ave W,M6E 1B7,17,43.6889,-79.4507
943,Femistique,1817 Queen St E,M4L 3Z6,19,43.6693,-79.3155
944,Threads Lifestyle,1852 Queen St E ,M4L 1H1,19,43.6693,-79.3155
945,Red Apple Corp Clothing Co,1254 St Clair Ave W,M6E 1B7,17,43.6889,-79.4507
946,Dew     (Day.Evening.Weekend),1553 Bayview Ave,M4G 3B5,12,43.7124,-79.3644
947,Lucie &amp; Darci's Inc,1553 Bayview Ave,M4G 3B5,12,43.7124,-79.3644
948,Carreira Casuals Inc,1563 Bayview Ave,M4G 3B5,12,43.7124,-79.3644
949,Daniel's Boutique,1269 St Clair Ave W,M6E 1B8,17,43.6889,-79.4507
950,Your Clothes Friend,1573 Bayview Ave,M4G 3B5,12,43.7124,-79.3644
951,Carmen's Design For Children Inc,1274 St Clair Ave W,M6E 1B9,17,43.6889,-79.4507
952,Must Boutique,1575 Bayview Ave,M4G 3B5,12,43.7124,-79.3644
953,Must Boutique,1575 Bayview Ave,M4G 3B5,12,43.7124,-79.3644
954,Modella Tovi Stores,1579 Bayview Ave,M4G 3B5,12,43.7124,-79.3644
955,La Duchessa Boutique Inc,1285A St Clair Ave W,M6E 1B8,17,43.6889,-79.4507
956,Cornflower Blue,1606 Bayview Ave,M4G 3B7,12,43.7124,-79.3644
957,Adelles Boutique,1296 St Clair Ave W,M6E 1C1,17,43.6889,-79.4507
958,Tts Apparel Corporation,1622 Bayview Ave,M4G 3B7,12,43.7124,-79.3644
959,Trend Shoppe The,1622 Bayview Ave,M4G 3B7,12,43.7124,-79.3644
960,Clothing &amp; Lingerie Outlet,1348 St Clair Ave W,M6E 1C4,17,43.6889,-79.4507
961,Mode Suzan,1647 Bayview Ave,M4G 3C1,12,43.7124,-79.3644
962,Villa Boutique,1902 Danforth Ave,M4C 1J4,14,43.6913,-79.3116
963,Artka,Yonge,M4S 2B8,12,43.702,-79.3853
964,Ixia Boutique,2200 Yonge St,M4S 2B8,12,43.702,-79.3853
965,Aleeyah Apparel Inc,2200 Yonge St,M4S 2C7,12,43.702,-79.3853
966,Mr. TeeDot,118 boon ave,M6E 3Z5,17,43.6889,-79.4507
967,BRAND NAME WHOLESALE,1695 Bayview Avenue,M4S 1V4,12,43.702,-79.3853
968,Otomic Contractors Ltd,10 Woodmount Ave,M4C 3X5,14,43.6913,-79.3116
969,Ms Emma Designs,365 Eglinton Ave W,M5N 1A3,2,43.7113,-79.4195
970,Revival Couture Inc,363 Eglinton Ave W,M5N 1A3,2,43.7113,-79.4195
971,Better Styled Inc,150 Eglinton Ave E,M4P 1E8,12,43.7135,-79.3887
972,TNT The New Trend Ltd,388 Eglinton Ave W,M5N 1A2,2,43.7113,-79.4195
973,306,306 Eglinton Ave W,M4R 1B2,12,43.7143,-79.4065
974,TNT The New Trend Ltd,390 Eglinton Ave W,M5N 1A2,2,43.7113,-79.4195
975,TNT The New Trend Ltd,392 Eglinton Ave W,M5N 1A2,2,43.7113,-79.4195
976,The Petite Alternative,463 Eglinton Ave W,M5N 1A7,2,43.7113,-79.4195
977,Sandro,382 Eglinton Ave W,M5N 1A2,2,43.7113,-79.4195
978,Tryst Lingerie,465 Eglinton Ave W,M5N 1A7,2,43.7113,-79.4195
979,TNT The New Trend Ltd,388 Eglinton Ave W,M5N 1A2,2,43.7113,-79.4195
980,Accessories By Eva,402 Eglinton Ave W,M5N 1A2,2,43.7113,-79.4195
981,TNT The New Trend Ltd,398 Eglinton Ave W,M5N 1A2,2,43.7113,-79.4195
982,Madelina's Fashion Inc,2300 Yonge St,M4P 1E4,12,43.7135,-79.3887
983,Happy 2 Buy,2300 Yonge St,M4P 1E4,12,43.7135,-79.3887
984,Urban Outfitters,2300 Yonge St,M4P 1E4,12,43.7135,-79.3887
985,Fairweather,2631 Yonge St &amp; Eglinton Centre,M4P 1E4,12,43.7135,-79.3887
986,Liv By Au Lit,418 Eglinton Ave W,M5N 1A2,2,43.7113,-79.4195
987,Gretchen &amp;Co,424 Eglinton Ave W,M5N 1A2,2,43.7113,-79.4195
988,Sweet And Chic,424 Eglinton Ave W,M5N 1A2,2,43.7113,-79.4195
989,Sense Of Independence,511 Eglinton Ave W,M5N 1B1,2,43.7113,-79.4195
990,K Barketti,434 Eglinton Ave W,M5N 1A2,2,43.7113,-79.4195
991,Le Chateau,2300 Yonge St,M4P 1E4,12,43.7135,-79.3887
992,Jacob Outlet,2300 Yonge St,M4P 1E4,12,43.7135,-79.3887
993,Tnt The New Trend Ltd,392 Eglinton Ave W,M5N 1A2,2,43.7113,-79.4195
994,Mendocino Clothing Company Limited,2300 Yonge St,M4P 1E4,12,43.7135,-79.3887
995,Honey Eglinton,460 Eglinton Avenue West,M5N 1A5,2,43.7113,-79.4195
996,Room 29,454 Eglinton Avenue West,M5N 1A5,2,43.7113,-79.4195
997,Kick Maternity,454 Eglinton Ave W,M5N 1A5,2,43.7113,-79.4195
998,Lucie's,508 Eglinton Ave W,M5N 1A5,2,43.7113,-79.4195
999,Artka,2300 Yonge St,M4S 2B8,12,43.702,-79.3853
1000,Reitmans,2300 Yonge St,M4P 2C6,12,43.7135,-79.3887
1001,Fairweather,2300 Yonge St,M4P 1E4,12,43.7135,-79.3887
1002,Elegant Collections,2300 Yonge St,M4P 1E4,12,43.7135,-79.3887
1003,Three 16,538 Eglinton Ave W,M5N 1B4,2,43.7113,-79.4195
1004,What's In Fashion,1012 Coxwell Ave,M4C 3G5,14,43.6913,-79.3116
1005,Alanna Banana Wear,377 Winnett Ave,M6C 3M2,17,43.6915,-79.4307
1006,Winners Apparel Ltd,147 Laird Dr,M4G 4K1,12,43.7124,-79.3644
1007,The Embellished Room,1978 Queen St E,M4L 1H8,19,43.6693,-79.3155
